timeOpen,timeClose,timeHigh,timeLow,priceOpen,priceHigh,priceLow,priceClose,volume
1.73133E+12,1.73141E+12,1.73136E+12,1.73135E+12,0.151848364,0,0,0,261951312.5
1.73124E+12,1.73133E+12,1.73131E+12,1.73124E+12,0,0.161552698,0,0.151848364,578032472.6
1.73115E+12,1.73124E+12,1.73124E+12,1.73117E+12,0.111989785,0,0.109950262,0,221358470.7
1.73107E+12,1.73115E+12,1.73107E+12,1.73113E+12,0,0,0,0.111989785,117657944.8
1.73098E+12,1.73107E+12,1.73099E+12,1.73106E+12,0.120139232,0.123555565,0.112440976,0.114534383,127293994.2
1.73089E+12,1.73098E+12,1.73092E+12,1.73089E+12,0.111089316,0.123584635,0.11095415,0.120139232,153463301.3
1.73081E+12,1.73089E+12,1.73087E+12,1.73081E+12,0.103699277,0.113868664,0.10367296,0.111089316,66593822.5
1.73072E+12,1.73081E+12,1.73074E+12,1.73078E+12,0.108261307,0.11053495,0.101398932,0.103699277,60263849.66
1.73064E+12,1.73072E+12,1.73064E+12,1.73069E+12,0.112686297,0.112947973,0.1060149,0.108261307,61328287.39
1.73055E+12,1.73064E+12,1.73058E+12,1.73061E+12,0.116554388,0.117297777,0.111349516,0.112686297,38275643.71
1.73046E+12,1.73055E+12,1.7305E+12,1.73049E+12,0.1142172,0.120530775,0.113253591,0.116553441,110141937.2
1.73038E+12,1.73046E+12,1.73039E+12,1.7304E+12,0.112591432,0.118028405,0.112149138,0.1142172,129619280.8
1.73029E+12,1.73038E+12,1.7303E+12,1.73033E+12,0.112779332,0.114247872,0.105319002,0.112591432,110075343.3
1.7302E+12,1.73029E+12,1.73021E+12,1.73028E+12,0.119139379,0.121734036,0.108713648,0.112779332,114162891.1
1.73012E+12,1.7302E+12,1.73012E+12,1.73017E+12,0.121176321,0.121746835,0.116283234,0.119139379,49988694.87
1.73003E+12,1.73012E+12,1.73009E+12,1.73004E+12,0.118013459,0.124651273,0.116366065,0.121176321,38869912.33
1.72994E+12,1.73003E+12,1.72998E+12,1.72994E+12,0.112723271,0.120219867,0.10987885,0.118013459,113753747.2
1.72986E+12,1.72994E+12,1.72991E+12,1.72994E+12,0.129230523,0.130841288,0.104853286,0.112723271,93933571.55
1.72977E+12,1.72986E+12,1.72979E+12,1.72984E+12,0.13117223,0.133926812,0.129060021,0.129230523,38382751.56
1.72968E+12,1.72977E+12,1.72969E+12,1.72975E+12,0.135980329,0.13658295,0.128408501,0.130445924,49228786.31
1.7296E+12,1.72968E+12,1.72964E+12,1.7296E+12,0.129756511,0.138176283,0.128396265,0.135980329,83672225.86
1.72951E+12,1.7296E+12,1.72952E+12,1.72957E+12,0.133042536,0.135298873,0.127479433,0.129756511,49517704.92
1.72943E+12,1.72951E+12,1.72951E+12,1.72945E+12,0.129204324,0.133461914,0.126155902,0.133042536,36938773.9
1.72934E+12,1.72943E+12,1.72935E+12,1.72941E+12,0.130451685,0.133050531,0.12742931,0.129204324,32462801.41
1.72925E+12,1.72934E+12,1.72932E+12,1.72926E+12,0.125871336,0.132538548,0.125096722,0.130451685,61835349.85
1.72917E+12,1.72925E+12,1.72917E+12,1.72922E+12,0.13105481,0.131660966,0.120893405,0.125871336,100423088.3
1.72908E+12,1.72917E+12,1.72908E+12,1.72916E+12,0.134681857,0.134745212,0.130256794,0.13105481,31604148.18
1.72899E+12,1.72908E+12,1.729E+12,1.72907E+12,0.137796289,0.138238184,0.132176887,0.134681857,51863980.08
1.72891E+12,1.72899E+12,1.72896E+12,1.72892E+12,0.132851458,0.140649302,0.131572976,0.137796289,40770179.53
1.72882E+12,1.72891E+12,1.72886E+12,1.72888E+12,0.13267958,0.135087187,0.129702805,0.132851458,25695942.61
1.72873E+12,1.72882E+12,1.72874E+12,1.72881E+12,0.137155032,0.141642812,0.132110234,0.13267958,41038499.53
1.72865E+12,1.72873E+12,1.72871E+12,1.72865E+12,0.132420624,0.139051575,0.129954875,0.137155032,40687814.56
1.72856E+12,1.72865E+12,1.72857E+12,1.72863E+12,0.132760604,0.13476137,0.126823416,0.132420624,43702828.5
1.72848E+12,1.72856E+12,1.72848E+12,1.72856E+12,0.140159045,0.140967203,0.130612233,0.132760704,40744596.04
1.72839E+12,1.72848E+12,1.72846E+12,1.72841E+12,0.136249467,0.143668909,0.131561638,0.140159045,58138536.13
1.7283E+12,1.72839E+12,1.72831E+12,1.72839E+12,0.142713268,0.147421993,0.136092049,0.136249467,56322931.76
